timestamp,"amd_smi:::temp_current_sensor=1:device=1","amd_smi:::temp_current_sensor=2:device=1","amd_smi:::temp_current_sensor=7:device=1","amd_smi:::gfx_activity:device=1","amd_smi:::umc_activity:device=1","amd_smi:::power_current:device=1","amd_smi:::power_average:device=1","amd_smi:::process_cu_occupancy_proc=0:device=1","amd_smi:::process_count:device=1"
15.835785,55,59,33,100,24,65535,206,74,1
15.938687,54,59,33,100,23,65535,206,80,1
16.041245,55,60,33,100,21,65535,206,84,1
16.143792,55,59,33,100,25,65535,206,83,1
16.246694,55,59,33,100,24,65535,206,64,1
16.349723,55,59,33,100,22,65535,206,75,1
16.452736,55,59,33,100,22,65535,206,76,1
16.555721,55,59,33,100,20,65535,205,80,1
16.658695,56,59,33,100,20,65535,205,85,1
16.761694,56,60,33,100,21,65535,205,74,1
16.864719,55,60,33,100,22,65535,205,78,1
16.967759,56,60,33,100,31,65535,204,90,1
17.070716,56,61,33,100,26,65535,205,87,1
17.173722,56,60,33,100,27,65535,205,82,1
17.276717,56,60,33,100,26,65535,205,78,1
17.379605,56,60,33,100,23,65535,205,79,1
17.481991,56,60,33,100,21,65535,205,76,1
17.584818,56,60,33,100,22,65535,205,75,1
17.687719,56,60,33,100,25,65535,205,68,1
17.790784,56,60,33,100,20,65535,205,74,1
17.893642,56,60,33,100,30,65535,204,70,1
17.996006,56,60,33,100,27,65535,204,74,1
18.098834,57,61,33,100,25,65535,205,87,1
